HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_INDICIADO,GRUPO_EDAD_INDICIADO,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_INDICIADOS
'NO','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES PERSONALES CULPOSAS ART 120 C.P. CON INCAPACIDAD MAYOR 30 DIAS MENOR 90 DIAS ART. 112 C.P.INCISO 2','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',7
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','SI','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','NO','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',4
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION TRIBUTARIA','OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.','SI','SI','NO','SI','NO','MASCULINO','SIN DATO','','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ADMINISTRACION PUBLICA','DELITOS CONTRA LA ADMINISTRACION DE PUBLICA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS INFORMATICOS','HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','ACTIVO','JUICIO',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.','NO','NO','NO','SI','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO DE SUSTANCIAS PARA PROCESAMIENTO DE NARCOTICOS ART. 382 C.P. CUANDO LA CANTIDAD SUPERE CIEN KILOS O CIEN LITROS','SI','NO','SI','NO','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',3
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.','NO','NO','SI','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',3
'SI','NO','NO','ACTIVO','INDAGACIÓN',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Venezuela','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MAYOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','INACTIVO','JUICIO',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','DAÑO EN BIEN AJENO. ART. 265 C.P.','SI','NO','NO','SI','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','INJURIA. ART. 220 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO DOLOSO','HOMICIDIO ART. 103 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','NO','NO','SI','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',3
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','RECEPTACION ART. 447 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.','NO','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2015,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2','SI','SI','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INVESTIGACIÓN',2017,2017,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','EXTORSION','EXTORSION MENOR CUANTIA ART. 244 C.P. AGRAVADA ART. 245 N.1','SI','NO','SI','NO','SI','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','NO','SI','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MAYOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTO SEXUAL VIOLENTO. ART. 206 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS ART.208 C.P. AGRAVADO ART. 211 N.6 . SE PRODUJERE EMBARAZO','SI','SI','NO','SI','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2017,2017,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION PRIVADA','ADMINISTRACION DESLEAL ART. 250B C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',2
'NO','NO','NO','INACTIVO','QUERELLABLE',2015,2015,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FE PUBLICA','FALSEDAD PERSONAL. ART. 296 C.P.','NO','NO','SI','NO','NO','FEMENINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'NO','NO','NO','INACTIVO','QUERELLABLE',2011,2011,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','DESTRUCCION,SUPRESION U OCULTAMIENTO DE DOCUMENTO PUBLICO. ART. 292 C.P.','NO','NO','SI','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','INACTIVO','QUERELLABLE',2017,2017,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','SI','NO','NO','SI','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ORDEN ECONOMICO SOCIAL','USO ILEGITIMO DE PATENTES ART. 307 C.P. INCISO 1. EL QUE FABRIQUE PRODUCTO SIN AUTORIZACION DE QUIEN TIENE EL DERECHO','NO','NO','SI','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2018,2019,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','SI','SI','NO','SI','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','NO','NO','NO','NO','SI','','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. AGRAVADO POR FUGA ART. 110 N.2 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FE PUBLICA','TRAFICO DE MONEDA FALSIFICADA. ART. 274 C.P.','SI','SI','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Argentina','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','OCULTAMIENTO,ALTERACION O DESTRUCCION DE ELEMENTO MATERIAL PROBATORIO ART.454B C.P. AD. LEY 890/2004 ART.13','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','SI','NO','INACTIVO','JUICIO',2012,2013,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO DOLOSO','HOMICIDIO ART. 103 C.P.','SI','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','QUERELLABLE',2019,2019,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS','VIOLACION DE HABITACION AJENA ART. 189 C.P. POR VIOLACION EN LUGAR DE TRABAJO ART. 191 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS Art. 219 A','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','QUERELLABLE',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','DAÑO EN BIEN AJENO. ART. 265 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','AMENAZAS','AMENAZAS ART. 347 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','ACTIVO','INVESTIGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','SI','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONSTRENIMIENTO','CONSTREÑIMIENTO ILEGAL ART. 182 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','SI','SI','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','EXTORSION','EXTORSION. ART. 244 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2018,2019,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','NO','SI','NO','NO','SI','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','NO','NO','SI','SI','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',3
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONSTRENIMIENTO','CONSTREÑIMIENTO ILEGAL ART. 182 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2','SI','SI','NO','SI','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','PREVARICATO POR OMISION ART. 414 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR,MUJER,ANCIANO O DISCAPACITADO','SI','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
