HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_INDICIADO,GRUPO_EDAD_INDICIADO,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_INDICIADOS
'NO','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','SI','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2017,2017,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','','NO',1
'NO','SI','NO','ACTIVO','JUICIO',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ORDEN ECONOMICO SOCIAL','EXPORTACION O IMPORTACION FICTICIA ART. 310 C.P.','NO','NO','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MAYOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P.','NO','NO','NO','NO','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',400
'NO','NO','NO','INACTIVO','JUICIO',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','SI','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',22
'SI','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',7
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','SI','SI','NO','SI','SI','MASCULINO','SIN DATO','Colombia','NO',4
'SI','NO','NO','ACTIVO','JUICIO',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCION ESPECIALIZADA CONTRA LA CORRUPCIÓN','CORRUPCION JUDICIAL','PREVARICATO POR ACCION ART. 413 C.P.','SI','NO','NO','SI','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','PREVARICATO POR OMISION ART. 414 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',10
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',3
'SI','NO','NO','INACTIVO','QUERELLABLE',2013,2013,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','ACTIVO','JUICIO',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Venezuela','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO ES OBJETO EXPUESTO A LA CONFIANZA PUBLICA ART. 241 C.P. N.7','SI','SI','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','DAÑO EN BIEN AJENO. ART. 265 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',11
'NO','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONSTRENIMIENTO','CONSTREÑIMIENTO ILEGAL ART. 182 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','SI','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',10
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2','SI','NO','NO','NO','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',7
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','SI','NO','SI','SI','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTO MAYOR DE 60','Colombia','NO',15
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ALZAMIENTO DE BIENES. ART. 253 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',3
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','USO DE MENORES DE EDAD','USO DE MENORES DE EDAD LA COMISION DE DELITO ART 188D LEY 1453 DE 2011','SI','NO','NO','SI','SI','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','','NO',6
'SI','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE BOGOTÁ','FALSEDAD EN DOCUMENTO','FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.','NO','SI','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ADMINISTRACION PUBLICA','VIOLENCIA CONTRA SERVIDOR PUBLICO ART. 429 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',11
'SI','NO','NO','INACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','FALSO TESTIMONIO ART. 442 C.P.','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.','SI','SI','NO','SI','SI','','SIN DATO','Colombia','NO',3
'SI','NO','NO','ACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.','SI','NO','NO','SI','SI','MASCULINO','SIN DATO','Colombia','NO',3
'SI','NO','NO','ACTIVO','JUICIO',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE MEDELLÍN','DELITOS INFORMATICOS','HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',26
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION TRIBUTARIA','OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',6
'SI','NO','NO','ACTIVO','JUICIO',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','REGIMEN CONSTITUCIONAL Y LEGAL','REBELION ART. 467 C.P.','SI','NO','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','SI','NO','NO','SI','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','DE LAS LESIONES PERSONALES','NO','NO','NO','NO','NO','FEMENINO','ADOLESCENTE 14 - 17','Colombia','NO',6
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',21
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','INJURIA. ART. 220 C.P.','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',9
'SI','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FE PUBLICA','FALSEDAD PERSONAL. ART. 296 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',5
'SI','NO','NO','ACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','ACTIVO','INVESTIGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCION ESPECIALIZADA CONTRA EL NARCOTRAFICO','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2','SI','NO','NO','SI','SI','MASCULINO','SIN DATO','Colombia','NO',16
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ABUSO DE CONFIANZA. ART. 249 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',11
'NO','SI','NO','ACTIVO','INDAGACIÓN',2014,2020,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION PRIVADA','ABUSO DE CONFIANZA CALIFICADO. ART. 250 C.P.  MENOR CUANTIA','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','SI','NO','ACTIVO','JUICIO',2015,2016,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','SI','NO','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',3
'NO','NO','NO','INACTIVO','QUERELLABLE',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE CALI','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ORDEN ECONOMICO SOCIAL','LAVADO DE ACTIVOS ART. 323 C.P.CUANTIA INFERIOR A 100 SMLM','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','REGIMEN CONSTITUCIONAL Y LEGAL','REBELION ART. 467 C.P.','NO','NO','SI','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS INFORMATICOS','ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2017,2017,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ABUSO DE CONFIANZA. ART. 249 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','NO','NO','SI','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','ACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',9
'SI','NO','NO','INACTIVO','QUERELLABLE',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. AGRAVADO POR FUGA ART. 110 N.2 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2020,2020,2020,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','NO','NO','SI','NO','NO','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIDA E INTEGRIDAD PERSONAL','ABANDONO ART 128 C.P. SEGUIDO DE LESIONES PERSONALES ART 130','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',14
'NO','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','PREVARICATO POR ACCION ART. 413 C.P.','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','SI','NO','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1